,,كد درس,نام درس,نوع درس,تعداد واحد نظري,تعداد واحد عملي,كد ارائه کلاس درس,نام كلاس درس,زمانبندي تشکيل کلاس,استاد,ساير اساتيد,حداكثر ظرفيت,تعداد ثبت نامي تاکنون,زمان امتحان,مكان برگزاري,مقطع ارائه درس,نوع ارائه,سطح ارائه,دانشجويان مجاز به اخذ کلاس,گروه آموزشی,دانشکده,واحد,استان
,411,4628143773,مباحث ویژه 1,نظري,3,0,154015,,شنبه از 12:30 تا 14:45,محمد فاقدي,,50,,1404/03/31 از 13:00 تا 15:00,فنی مهندسی-کلاس 421,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,412,4628105622,اصول طراحی کامپایلر,نظري,3,0,154013,,دوشنبه از 17:00 تا 19:15,علی سلیمانی مرغملکی,,50,,1404/03/21 از 08:00 تا 10:00,فنی مهندسی-کلاس 417,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,413,4628150474,معماری‌ کامپیوتر,نظري,3,0,154012,,دوشنبه از 10:00 تا 12:15,مینا کیمیائی,,50,,1404/03/20 از 09:00 تا 11:00,فنی مهندسی-کلاس 416,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,414,4628164617,طراحی کامپیوتری سیستمهای دیجیتال,نظري,3,0,154011,,دوشنبه از 07:45 تا 10:00,مینا کیمیائی,,50,,1404/03/21 از 15:00 تا 17:00,فنی مهندسی-کلاس 416,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,415,4628111667,برنامه‌سازی پیشرفته,نظري,3,0,154010,,يكشنبه از 17:00 تا 19:45,سجاد مطهری,,50,,1404/03/20 از 08:00 تا 10:00,فنی مهندسی-کلاس 416,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,416,4628111667,برنامه‌سازی پیشرفته,نظري,3,0,154009,,يكشنبه از 14:45 تا 17:00,سجاد مطهری,,50,,1404/03/20 از 08:00 تا 10:00,فنی مهندسی-کلاس 416,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,417,4628105622,اصول طراحی کامپایلر,نظري,3,0,154008,,يكشنبه از 12:30 تا 14:45,علی سلیمانی مرغملکی,,50,,1404/03/20 از 08:00 تا 10:00,فنی مهندسی-کلاس 416,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,418,4628130341,ریزپردازنده و زبان اسمبلی,نظري,3,0,154007,,يكشنبه از 10:00 تا 12:15,مینا کیمیائی,,50,,1404/03/20 از 08:00 تا 10:00,فنی مهندسی-کلاس 416,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,419,4628130341,ریزپردازنده و زبان اسمبلی,نظري,3,0,154006,,يكشنبه از 07:45 تا 10:00,مینا کیمیائی,,50,,1404/03/20 از 08:00 تا 10:00,فنی مهندسی-کلاس 416,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,420,4628155511,هوش مصنوعی و سیستم های خبره,نظري,3,0,154005,,شنبه از 17:00 تا 19:15,محبوبه السادات گلستان هاشمی,,50,,1404/03/18 از 13:00 تا 15:00,فنی مهندسی-کلاس 416,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,421,4628105622,اصول طراحی کامپایلر,نظري,3,0,154004,,شنبه از 14:45 تا 17:00,علی سلیمانی مرغملکی,,50,,1404/03/20 از 08:00 تا 10:00,فنی مهندسی-کلاس 416,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,422,4628127605,روش پژوهش و ارایه,نظري,2,0,30031132,,دوشنبه از 17:00 تا 18:30,احمد یوسفی,,40,,1403/11/01 از 08:00 تا 10:00,فنی مهندسی-کلاس 434,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,423,4628127605,روش پژوهش و ارایه,نظري,2,0,30031131,,يكشنبه از 17:00 تا 18:30,احمد یوسفی,,40,,1403/11/01 از 08:00 تا 10:00,فنی مهندسی-کلاس 434,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,424,4628147873,مدارهای منطقی,نظري,3,0,30031130,,سه شنبه از 17:00 تا 19:15,احمد یوسفی,,50,,1404/03/22 از 09:00 تا 11:00,فنی مهندسی-کلاس 434,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,425,4628147873,مدارهای منطقی,نظري,3,0,30031129,,سه شنبه از 14:45 تا 17:00,احمد یوسفی,,50,,1404/03/22 از 09:00 تا 11:00,فنی مهندسی-کلاس 434,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,426,4628147873,مدارهای منطقی,نظري,3,0,30031128,,دوشنبه از 14:45 تا 17:00,احمد یوسفی,,50,,1404/03/22 از 09:00 تا 11:00,فنی مهندسی-کلاس 434,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,427,4628147873,مدارهای منطقی,نظري,3,0,30031127,,يكشنبه از 14:45 تا 17:00,احمد یوسفی,,50,,1404/03/22 از 09:00 تا 11:00,فنی مهندسی-کلاس 434,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,428,4628171999,سیستمهای اطلاعات مدیریت,نظري,3,0,154003,,شنبه از 12:30 تا 14:45,سمیه ایزدی,,50,,1404/03/20 از 08:00 تا 10:00,فنی مهندسی-کلاس 416,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,429,4628171999,سیستمهای اطلاعات مدیریت,نظري,3,0,154002,,شنبه از 10:00 تا 12:15,سمیه ایزدی,,50,,1404/03/20 از 08:00 تا 10:00,فنی مهندسی-کلاس 416,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,430,4628135313,سیگنال ها و سیستم ها,نظري,3,0,154001,,شنبه از 07:45 تا 10:00,ابوالفضل محمدرجبي,,50,,1404/03/28 از 15:00 تا 17:00,فنی مهندسی-کلاس 416,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,431,55001,ریاضیات پایه(پیش نیاز دانشگاهی),نظري,2,0,1515003,,پنج شنبه از 12:30 تا 14:00,زهرا قلج بیگی,,50,,1404/03/18 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,432,55001,ریاضیات پایه(پیش نیاز دانشگاهی),نظري,2,0,1515002,,پنج شنبه از 10:45 تا 12:15,زهرا قلج بیگی,,50,,1404/03/18 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,433,55001,ریاضیات پایه(پیش نیاز دانشگاهی),نظري,2,0,1515001,,پنج شنبه از 09:15 تا 10:45,زهرا قلج بیگی,,50,,1404/03/18 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,434,4628129896,ریاضیات مهندسی,نظري,3,0,1516002,,يكشنبه از 14:30 تا 16:00 يكشنبه از از ...,سیدمسعود ذکاوتمند جزی,,50,,1404/03/31 از 09:00 تا 11:00,کشاورزی و منابع طبیعی-کلاس 11,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,435,5990181263,برنامه نویسی موبایل 2,نظري_عملي,1,1,1516017,,يكشنبه از 10:45 تا 14:00,مهدی زعفری,,24,,1404/03/24 از 15:00 تا 17:00,مهارت و کارآفرینی-938,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,436,5990181263,برنامه نویسی موبایل 2,نظري_عملي,1,1,1516016,,يكشنبه از 07:45 تا 10:45,مهدی زعفری,,24,,1404/03/24 از 15:00 تا 17:00,مهارت و کارآفرینی-938,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,437,5990181263,برنامه نویسی موبایل 2,نظري_عملي,1,1,1516015,,شنبه از 10:45 تا 14:00,مهدی زعفری,,24,,1404/03/24 از 15:00 تا 17:00,مهارت و کارآفرینی-938,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,438,5990181263,برنامه نویسی موبایل 2,نظري_عملي,1,1,1516014,,شنبه از 07:45 تا 10:45,مهدی زعفری,,24,,1404/03/24 از 15:00 تا 17:00,مهارت و کارآفرینی-938,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,439,7000031527,ریاضی عمومی 1,نظري,3,0,1514014,,دوشنبه از 15:00 تا 16:30 دوشنبه از از ...,سیدمسعود ذکاوتمند جزی,,50,,1404/03/25 از 09:00 تا 11:00,فنی مهندسی-کلاس 413,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,440,7000031527,ریاضی عمومی 1,نظري,3,0,1514013,,يكشنبه از 15:00 تا 16:30 يكشنبه از از ...,سيدمحمد مدينه,,50,,1404/03/25 از 09:00 تا 11:00,فنی مهندسی-کلاس 413,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,441,4628165140,ریاضی عمومی 1,نظري,3,0,1514014,,دوشنبه از 15:00 تا 16:30 دوشنبه از از ...,,,25,,1404/03/25 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,442,4628165140,ریاضی عمومی 1,نظري,3,0,1514013,,يكشنبه از 15:00 تا 16:30 يكشنبه از از ...,,,50,,1404/03/25 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,443,4628165140,ریاضی عمومی 1,نظري,3,0,1514012,,سه شنبه از 10:45 تا 12:15 سه شنبه از ...,,,25,,1404/03/25 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,444,4628165140,ریاضی عمومی 1,نظري,3,0,1514011,,سه شنبه از 07:45 تا 09:15 سه شنبه از ...,,,25,,1404/03/25 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,445,4628165140,ریاضی عمومی 1,نظري,3,0,1514010,,يكشنبه از 14:00 تا 15:30 يكشنبه از از ...,,,25,,1404/03/25 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,446,4628165140,ریاضی عمومی 1,نظري,3,0,1514009,,شنبه از 12:30 تا 14:00 شنبه از از ...,,,25,,1404/03/25 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,447,4628165140,ریاضی عمومی 1,نظري,3,0,1514008,,چهارشنبه از 10:45 تا 12:15 چهارشنبه از ...,,,25,,1404/03/25 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,448,4628165140,ریاضی عمومی 1,نظري,3,0,1514007,,چهارشنبه از 07:45 تا 09:15 چهارشنبه از ...,,,25,,1404/03/25 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,449,4628165140,ریاضی عمومی 1,نظري,3,0,1514006,,دوشنبه از 10:45 تا 12:15 دوشنبه از از ...,,,25,,1404/03/25 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,450,4628165140,ریاضی عمومی 1,نظري,3,0,1514005,,دوشنبه از 07:45 تا 09:15 دوشنبه از از ...,,,25,,1404/03/25 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,451,4628165140,ریاضی عمومی 1,نظري,3,0,1514004,,يكشنبه از 10:45 تا 12:15 يكشنبه از از ...,,,25,,1404/03/25 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,452,4628165140,ریاضی عمومی 1,نظري,3,0,1514003,,يكشنبه از 07:45 تا 09:15 يكشنبه از از ...,,,25,,1404/03/25 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,453,4628165140,ریاضی عمومی 1,نظري,3,0,1514002,,شنبه از 10:45 تا 12:15 شنبه از از ...,,,25,,1404/03/25 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,454,4628165140,ریاضی عمومی 1,نظري,3,0,1514001,,شنبه از 07:45 تا 09:15 شنبه از از ...,,,50,,1404/03/25 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,455,4628165140,ریاضی عمومی 1,نظري,3,0,1514000,,چهارشنبه از 07:45 تا 09:15 چهارشنبه از ...,,,50,,1404/03/25 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,456,7000031527,ریاضی عمومی 1,نظري,3,0,151-4019,,دوشنبه از 09:15 تا 10:45 دوشنبه از از ...,علی جمشیدی,,0,,1404/03/25 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,457,55001,ریاضیات پایه(پیش نیاز دانشگاهی),نظري,2,0,151-4019,,دوشنبه از 07:45 تا 09:15,علی جمشیدی,,0,,1404/03/18 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,458,7000031527,ریاضی عمومی 1,نظري,3,0,151-4018,,يكشنبه از 15:30 تا 17:00 يكشنبه از از ...,علی جمشیدی,,0,,1404/03/25 از 09:00 تا 11:00,کشاورزی و منابع طبیعی-کلاس 20 (C),كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,459,55001,ریاضیات پایه(پیش نیاز دانشگاهی),نظري,2,0,151-4018,,يكشنبه از 14:00 تا 15:30,علی جمشیدی,,0,,1404/03/18 از 09:00 تا 11:00,کشاورزی و منابع طبیعی-کلاس 20 (C),كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,460,7000031527,ریاضی عمومی 1,نظري,3,0,151-4017,,سه شنبه از 09:15 تا 10:45 سه شنبه از ...,منصور ملائی,,0,,1404/03/25 از 09:00 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
,461,55001,ریاضیات پایه(پیش نیاز دانشگاهی),نظري,2,0,151-4017,,سه شنبه از 07:45 تا 09:15,منصور ملائی,,0,,1404/03/18 از 09:00 تا 11:00,فنی مهندسی-کلاس 414,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(3117530),175 - اصفهان (خوراسگان)(175),175 - اصفهان(خوراسگان)(31175),31 - اصفهان(31)
